BHK,Location,Size(sq.ft),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For
2,Haralur,750,100000,17000,Semi Furnished,1-3 years ,Family
2,Haralur,750,100000,17000,Semi Furnished,1-3 years ,Family
2,Off Sarjapur Road,1200,80000,22000,Semi Furnished,5-10 years ,Family
2,Basavanagara,1050,50000,10000,Semi Furnished,5-10 years ,All
2,Jp Nagar,800,140000,14500,Semi Furnished,3-5 years ,Family
3,Kaggadasapura,1550,175000,25500,Semi Furnished,5-10 years ,All
1,Horamavu,450,20000,4500,UnFurnished,1-3 years ,Family
2,bellandur,1000,100000,20000,Semi Furnished,5-10 years ,All
3,Kasavanahalli,1450,150000,22500,Semi Furnished,5-10 years ,Family
2,Kadubeesanahalli,1335,150000,21000,Semi Furnished,3-5 years ,All
2,Vijayanagar,1200,100000,12000,Semi Furnished,>10 years ,All
2,Kadubeesanahalli,1335,150000,21000,Semi Furnished,3-5 years ,All
2,Vijayanagar,1200,100000,12000,Semi Furnished,>10 years ,All
2,Srinagar,1200,100000,15000,Semi Furnished,5-10 years ,Family
1,Vijayanagar,900,60000,6500,UnFurnished,1-3 years ,Family
2,Ganapathi Nagara Raghavendra Badavane,1000,900000,12000,Semi Furnished,3-5 years ,All
2,Whitefield,1108,100000,16000,Semi Furnished,3-5 years ,All
2,Viveka Nagar,1144,220000,20000,UnFurnished,3-5 years ,Family
2,Btm Layout,1000,125000,24000,Semi Furnished,>10 years ,All
2,K.r Puram,1113,120000,21000,Semi Furnished,3-5 years ,Family
2,Kalkere,925,100000,12000,Semi Furnished,1-3 years ,All
2,Nandini Layout,600,100000,12000,Semi Furnished,5-10 years ,Family
2,Wilson Garden,900,125000,24500,Semi Furnished,1-3 years ,All
3,Kuthaganahalli,1614,100000,16500,Semi Furnished,Newly Constructed,All
1,Nagapura,450,100000,7500,UnFurnished,Newly Constructed,Family
3,Choodasandra,1580,100000,19000,Semi Furnished,3-5 years ,All
2,Cooke Town,1300,200000,28000,Semi Furnished,>10 years ,All
1,Banashankari,300,45000,5300,Semi Furnished,>10 years ,Bachelors
3,Electronic City,1595,125000,27000,Semi Furnished,Newly Constructed,Family
2,Jp Nagar Phase 7,1050,100000,19500,Semi Furnished,5-10 years ,Family
2,Kattigenahalli,950,50000,16000,Semi Furnished,Newly Constructed,Family
2,Bikasipura,1000,60000,16000,Semi Furnished,1-3 years ,Family
2,vishwapriya Nagar,600,50000,9800,Full Furnished,Newly Constructed,All
3,Gopalan Arcade Mall,1314,100000,20000,Semi Furnished,1-3 years ,All
2,Dooravani Nagar,600,60000,7500,Semi Furnished,>10 years ,Family
1,India,400,40000,7000,Semi Furnished,3-5 years ,All
1,Banaswadi,450,40000,7500,Semi Furnished,5-10 years ,Bachelors
1,Hsr Layout,550,60000,19000,Full Furnished,1-3 years ,All
1,Binnipete,350,600000,7000,UnFurnished,>10 years ,All
3,Thubarahalli,1626,200000,30000,Semi Furnished,5-10 years ,All
2,Choodasandra,1050,150000,15000,Semi Furnished,Newly Constructed,Family
3,Thubarahalli,1626,200000,30000,Semi Furnished,5-10 years ,All
2,Choodasandra,1050,150000,15000,Semi Furnished,Newly Constructed,Family
2,Hbr Layout,1200,100000,16000,Semi Furnished,3-5 years ,All
1,Btm Layout 1,580,40000,10000,Semi Furnished,>10 years ,Family
2,Singasandra,1200,100000,17000,Semi Furnished,Newly Constructed,All
1,Richards Town,400,50000,8000,Semi Furnished,3-5 years ,Family
1,Balagere,656,150000,19000,Semi Furnished,Newly Constructed,All
1,,600,100000,12000,Semi Furnished,1-3 years ,Family
2,Hoodi,1271,150000,28000,Semi Furnished,5-10 years ,All
1,Indiranagar,750,80000,16500,Semi Furnished,1-3 years ,All
2,Halanayakanahalli,1252,60000,17500,Semi Furnished,Newly Constructed,Family
3,Konadasapura,1530,250000,25000,Semi Furnished,Newly Constructed,Family
2,Kaggadasapura,1175,80000,17000,Semi Furnished,>10 years ,All
3,Mahadevapura,1620,150000,23000,Semi Furnished,5-10 years ,All
2,Tejaswini Nagar,1220,100000,20000,Semi Furnished,3-5 years ,Family
2,Mallathahalli,1000,70000,11000,Full Furnished,3-5 years ,All
2,Bellandur,1100,150000,30000,Full Furnished,5-10 years ,All
2,Rr Nagar,1100,100000,13000,Semi Furnished,5-10 years ,All
1,Rajaji Nagar,200,50000,6000,Semi Furnished,5-10 years ,Bachelors
3,C V Raman Nagar,1450,200000,28500,Semi Furnished,5-10 years ,Family
2,Hal,980,180000,26000,Semi Furnished,3-5 years ,All
2,Varthur,1012,150000,25000,Full Furnished,1-3 years ,All
3,Whitefield,1701,150000,30000,Semi Furnished,Newly Constructed,All
1,Whitefield,250,20000,5000,Full Furnished,Newly Constructed,All
2,Hebbal Kempapura,800,50000,11500,Semi Furnished,3-5 years ,Family
3,Bommanahalli,1100,100000,25000,Semi Furnished,>10 years ,All
2,Hoodi,1264,150000,15000,Semi Furnished,5-10 years ,All
1,Yelahanka,144,40000,4000,UnFurnished,3-5 years ,All
3,Kasavanahalli,1495,250000,30000,Semi Furnished,>10 years ,Family
2,Dasarahalli,850,130000,13000,Semi Furnished,Newly Constructed,Family
3,Kasavanahalli,1495,250000,30000,Semi Furnished,>10 years ,Family
2,Dasarahalli,850,130000,13000,Semi Furnished,Newly Constructed,Family
1,646 26th Cross Road,600,50000,12000,Semi Furnished,3-5 years ,All
2,Whitefield,1296,64000,16000,Semi Furnished,Newly Constructed,Family
2,Ayappa Garden 2nd Cross Road,600,100000,14000,Semi Furnished,>10 years ,All
2,Uttarahalli Hobli,900,70000,10000,Semi Furnished,5-10 years ,Family
3,C V Raman Nagar,1550,160000,30000,Semi Furnished,>10 years ,Family
1,Basaveshwar Nagar,150,20000,3000,Semi Furnished,3-5 years ,All
1,Gnanabharathi 1st Block Near National Public School Kengeri,650,100000,9000,Semi Furnished,3-5 years ,Family
2,Basaveshwar Nagar,600,50000,8000,UnFurnished,3-5 years ,All
1,Basaveshwar Nagar,400,30000,5000,UnFurnished,5-10 years ,All
3,Electronic City Phase I,1425,75000,22000,Semi Furnished,Newly Constructed,All
1,Nisarga Bhavan Basaweshwara Nagar,450,50000,6500,UnFurnished,5-10 years ,All
2,Richards Town,1000,150000,22000,Semi Furnished,Newly Constructed,All
1,Konanakunte,500,50000,6000,UnFurnished,Newly Constructed,Family
1,Adugodi,600,50000,10000,Semi Furnished,>10 years ,All
3,Cooke Town,1700,500000,50000,Semi Furnished,5-10 years ,All
2,Rayasandra,972,50000,17500,Semi Furnished,1-3 years ,All
1,Bangalore 32,900,900000,https://images.nobroker.in/images/8a9f925874ba2bf90174ba48f4920c3a/8a9f925874ba2bf90174ba48f4920c3a_76727_29794_medium.jpg,Semi Furnished,5-10 years ,Family
2,Banasawadi,850,200000,17000,UnFurnished,Newly Constructed,All
3,Parappana Agrahara,1520,150000,32000,Semi Furnished,1-3 years ,Family
1,Hebbal,900,500000,https://images.nobroker.in/images/8a9f8011715dc83a01715e5be44d20f9/8a9f8011715dc83a01715e5be44d20f9_43978_39598_medium.jpg,UnFurnished,5-10 years ,All
3,Adugodi,1600,400000,35000,Semi Furnished,>10 years ,Family
2,Kalyan Nagar,1109,2000000,https://images.nobroker.in/images/8a9f8c8576eb21b90176eb79448f247f/8a9f8c8576eb21b90176eb79448f247f_30653_5092_medium.jpg,Semi Furnished,5-10 years ,All
3,Benson Town,1200,200000,21000,UnFurnished,>10 years ,All
3,R.m.v. 2nd Stage,3300,450000,42000,Semi Furnished,5-10 years ,Family
3,Hoodi,1875,250000,30000,Semi Furnished,3-5 years ,Family
3,Doddanekkundi,1500,120000,28000,Full Furnished,5-10 years ,All
2,Thanisandra,1200,100000,13000,Semi Furnished,>10 years ,All
2,Kalyan Nagar,1200,100000,25000,Semi Furnished,1-3 years ,Family
2,Thanisandra,1200,100000,13000,Semi Furnished,>10 years ,All
2,Kalyan Nagar,1200,100000,25000,Semi Furnished,1-3 years ,Family
3,Horamavu,1845,300000,30000,Full Furnished,Newly Constructed,All
3,Konanakunte,2104,600000,60000,Semi Furnished,Newly Constructed,Family
3,Doddakannelli,1684,150000,28000,Semi Furnished,3-5 years ,All
1,Basaveshwar Nagar,300,50000,6600,UnFurnished,5-10 years ,Family
3,Nri Layout,1700,280000,24500,Semi Furnished,1-3 years ,All
2,Brookefield,1139,200000,27500,Semi Furnished,>10 years ,Family
4,Haralur,3000,500000,80000,Semi Furnished,Newly Constructed,All
2,Electronic,1400,150000,23000,Full Furnished,3-5 years ,Family
2,Banaswadi,1000,100000,17000,Semi Furnished,Newly Constructed,All
2,Whitefield,1250,100000,23000,Semi Furnished,5-10 years ,All
1,Marathahalli,550,50000,12500,Semi Furnished,Newly Constructed,All
2,Doddanekkundi,1100,40000,14000,Semi Furnished,3-5 years ,Family
2,Vgp Layout,1073,100000,20000,Semi Furnished,1-3 years ,All
2,Kannuru,1265,125000,21000,Semi Furnished,Newly Constructed,All
3,Rr Nagar,1640,200000,22000,Semi Furnished,3-5 years ,Family
1,Jalahalli West,500,30000,5500,UnFurnished,>10 years ,Family
2,Doddanekkundi,1000,100000,18000,Semi Furnished,3-5 years ,All
1,Krishnarajapura,450,40000,8500,Semi Furnished,3-5 years ,All
2,Dodda Gubbi Main Road,900,50000,9500,Semi Furnished,1-3 years ,Family
2,Btm Layout 4th Stage,1100,100000,17000,Full Furnished,5-10 years ,Family
1,Doddakannalli,500,30000,8000,Semi Furnished,3-5 years ,All
1,J. P. Nagar,400,30000,5000,UnFurnished,>10 years ,All
2,Kaval Bairasandra,1100,1300000,https://images.nobroker.in/images/8a9fb08276dcf4bc0176dd22f06a0dc1/8a9fb08276dcf4bc0176dd22f06a0dc1_13891_63729_medium.jpg,Semi Furnished,Newly Constructed,Family
1,Bengaluru,600,55000,5500,Semi Furnished,1-3 years ,Family
2,Choodasandra,1455,150000,30000,Full Furnished,Newly Constructed,Family
2,Yeshwanthpur,1400,200000,21000,Semi Furnished,3-5 years ,All
2,Horamavu,1000,40000,20000,Full Furnished,5-10 years ,All
1,Mahalakshmi Layout,1200,90000,9500,Semi Furnished,Under Construction,Family
2,Horamavu,1000,40000,20000,Full Furnished,5-10 years ,All
1,Mahalakshmi Layout,1200,90000,9500,Semi Furnished,Under Construction,Family
2,Varthur,1055,150000,16000,Semi Furnished,3-5 years ,Family
3,Basaveshwar Nagar,1800,350000,35000,Semi Furnished,>10 years ,All
2,Hebbal,1002,200000,26000,Semi Furnished,Newly Constructed,All
2,Yeswanthpur,600,80000,8500,Semi Furnished,1-3 years ,Family
2,Bagalakunte,1200,150000,16000,Semi Furnished,1-3 years ,Family
2,Kadugodi,1300,40000,20000,Semi Furnished,Newly Constructed,All
2,Sahakar Nagar,800,100000,14000,Full Furnished,>10 years ,Family
1,Nayanda Halli,550,80000,8500,Semi Furnished,Newly Constructed,Family
1,Nayanda Halli,550,80000,8500,Semi Furnished,Newly Constructed,Family
1,Mahadevapura,600,40000,10002,Semi Furnished,5-10 years ,Family
2,Chikkakannalli,1143,200000,20000,Semi Furnished,1-3 years ,All
2,Basapura,1100,150000,15000,Semi Furnished,1-3 years ,Family
2,Mana Cadeo,1230,100000,20000,Semi Furnished,5-10 years ,All
2,Singasandra,800,50000,13000,Semi Furnished,3-5 years ,Family
2,Nagarathpete,1200,800000,15000,Semi Furnished,>10 years ,All
2,Kasavanahalli,1263,125000,26000,Semi Furnished,3-5 years ,Family
1,Mangammana Palya,410,100000,7500,Semi Furnished,Newly Constructed,All
2,Ejipura,750,50000,17000,Semi Furnished,>10 years ,Family
3,Kodbisanhalli,1480,150000,30000,Semi Furnished,5-10 years ,All
1,Krishnarajapura,300,30000,4000,Semi Furnished,Newly Constructed,All
2,Krishnarajapura,1150,90000,14000,UnFurnished,1-3 years ,Family
2,Whitefield,1130,100000,21000,Full Furnished,3-5 years ,Family
2,Kamala Nagar,1200,100000,9500,UnFurnished,3-5 years ,All
1,Lal Bahadur Shastri Nagar,400,50000,5000,Semi Furnished,Newly Constructed,All
1,Krishnarajapura,600,30000,7000,Semi Furnished,Newly Constructed,All
2,Hsr Layout,1000,125000,22000,Semi Furnished,1-3 years ,All
1,Peenya,225,50000,4000,UnFurnished,Newly Constructed,Bachelors
2,Electronic City,1090,85000,15000,Semi Furnished,3-5 years ,Family
2,Horamavu Agara,1000,100000,15000,Semi Furnished,Newly Constructed,Family
2,India,700,100000,16000,Semi Furnished,5-10 years ,Family
2,Kumaraswamy Layout,900,100000,15000,Semi Furnished,>10 years ,Family
2,Byatarayanapura,650,100000,14000,Semi Furnished,3-5 years ,Family
2,Marathahalli,1130,115000,19500,Semi Furnished,3-5 years ,Family
3,Electronic City,1700,200000,30000,Semi Furnished,5-10 years ,All
1,Rr Nagar,120,15000,4500,Semi Furnished,>10 years ,All
1,Hoodi,850,125000,20000,Semi Furnished,1-3 years ,All
2,Chinnapanna Halli,750,60000,12000,Semi Furnished,1-3 years ,All
2,C V Raman Nagar,1064,100000,17000,Semi Furnished,5-10 years ,All
2,C V Raman Nagar,1064,100000,17000,Semi Furnished,5-10 years ,All
2,Bommanahalli,800,100000,10000,Semi Furnished,5-10 years ,All
2,Mahadevapura,1078,150000,24000,Semi Furnished,5-10 years ,Family
2,Chamrajpet,1000,500000,26000,Semi Furnished,>10 years ,Family
2,Whitefield,800,70000,17000,Semi Furnished,1-3 years ,Family
1,Hebbal,400,50000,4500,UnFurnished,5-10 years ,Family
4,Koramangala,1400,200000,25000,Semi Furnished,>10 years ,All
1,Hsr Layout,500,100000,16000,Semi Furnished,1-3 years ,All
2,Krishnarajapura,1100,50000,15000,Semi Furnished,1-3 years ,All
1,Hongasandra,400,50000,7500,UnFurnished,5-10 years ,All
2,Sunkadakatte,800,60000,6500,Semi Furnished,>10 years ,All
2,Mandur,1169,100000,13000,Semi Furnished,3-5 years ,Family
1,Konanakunte,350,60000,6000,UnFurnished,1-3 years ,Family
1,Mahadevapura,450,30000,7500,Semi Furnished,1-3 years ,All
1,Bilekahalli,943,150000,21000,Semi Furnished,5-10 years ,Family
2,Hebbal Kempapura,1280,300000,30000,Semi Furnished,5-10 years ,Family
2,Krishnarajapura,1100,640000,https://images.nobroker.in/images/8a9f988276ebc3410176ec2e2a1527ff/8a9f988276ebc3410176ec2e2a1527ff_95756_92606_medium.jpg,UnFurnished,3-5 years ,All
3,Whitefield,1615,150000,30000,Semi Furnished,>10 years ,Family
1,Kasavanahalli,600,50000,10500,Full Furnished,1-3 years ,All
2,J. P. Nagar,1200,200000,22000,Semi Furnished,5-10 years ,Family
2,Banashankari 3rd Stage,1600,300000,30000,Semi Furnished,5-10 years ,Family
2,Panathur,1178,100000,26000,Semi Furnished,3-5 years ,All
2,Prakruthi Twp,700,80000,9000,Semi Furnished,5-10 years ,All
1,Bommasandra,400,15000,5500,UnFurnished,1-3 years ,All
2,Brookefield,1250,150000,21000,Semi Furnished,5-10 years ,Family
2,Hbr Layout,1070,150000,20000,Semi Furnished,1-3 years ,Family
2,Syndicate Bank Employees Housing Society Layout,600,55000,5500,Semi Furnished,3-5 years ,All
1,29th Main Road,500,80000,9000,UnFurnished,5-10 years ,Family
2,Jakkur,1400,200000,22000,Semi Furnished,5-10 years ,All
4,Padmanabhanagar,1600,400000,40000,Semi Furnished,>10 years ,All
1,Rt Nagar,300,30000,3500,UnFurnished,>10 years ,Bachelors
1,Annapurneshwari Nagar,450,50000,7000,Semi Furnished,Newly Constructed,All
1,Kadarenahalli,400,50000,5500,UnFurnished,5-10 years ,All
2,Jayanagar,1000,150000,23000,Semi Furnished,>10 years ,All
1,Kadarenahalli,250,40000,4500,UnFurnished,5-10 years ,All
2,Varthur,650,50000,10000,UnFurnished,Newly Constructed,All
1,Hoodi,800,50000,10000,Semi Furnished,Newly Constructed,Family
2,Kasturi Nagar,800,100000,13000,UnFurnished,>10 years ,Family
1,Anagalapura,400,40000,4500,Semi Furnished,Newly Constructed,Family
1,Lingadheeranahalli,400,30000,6000,UnFurnished,1-3 years ,All
2,Bommanahalli,1500,1000000,https://images.nobroker.in/images/8a9f93b5766537510176658c156c1e6b/8a9f93b5766537510176658c156c1e6b_92007_88388_medium.jpg,Semi Furnished,5-10 years ,All
2,Shanti Nagar,1200,100000,30000,Semi Furnished,>10 years ,Family
1,Kalyan Nagar,600,40000,6000,Semi Furnished,1-3 years ,All
1,Abbigere,550,40000,5000,Semi Furnished,5-10 years ,All
2,Abbigere,800,50000,8000,Semi Furnished,3-5 years ,Family
1,Hsr Layout,550,50000,9000,Semi Furnished,Newly Constructed,Family
1,Jogupalya,250,100000,25000,Full Furnished,3-5 years ,All
1,Nagarjuna Residency,1200,50000,7500,Full Furnished,Newly Constructed,All
3,Whitefield,1470,80000,20000,Semi Furnished,3-5 years ,Family
2,Jayanagar,1250,400000,36000,UnFurnished,>10 years ,Family
3,Whitefield,1470,80000,20000,Semi Furnished,3-5 years ,Family
2,Jayanagar,1250,400000,36000,UnFurnished,>10 years ,Family
2,Meenakshi Layout,670,40000,9500,Full Furnished,5-10 years ,All
2,2nd Main Road,1000,150000,22000,Semi Furnished,>10 years ,Family
3,Bommanahalli,1393,200000,22000,Semi Furnished,>10 years ,All
4,Singanayakanahalli,3000,600000,60000,UnFurnished,3-5 years ,All
3,Sanjay Nagar,1400,150000,23000,Semi Furnished,>10 years ,Family
3,Doddabanahalli,1497,100000,23000,Semi Furnished,Newly Constructed,Family
1,Varanasi,550,50000,7000,Semi Furnished,3-5 years ,Family
2,Harlur,1200,100000,25000,Semi Furnished,3-5 years ,All
1,Rajajinagar,600,50000,6000,UnFurnished,>10 years ,All
1,Vignan Nagar,600,50000,12000,Semi Furnished,Newly Constructed,All
1,Krishnarajapura,550,60000,8500,Semi Furnished,Newly Constructed,All
2,Koramangala,700,150000,18000,Semi Furnished,Newly Constructed,All
3,Brookefield,1400,200000,27000,Semi Furnished,3-5 years ,Family
1,India,600,100000,10500,Semi Furnished,Newly Constructed,Family
2,Vidyaranyapura,1050,150000,15000,Semi Furnished,>10 years ,Family
3,Chikkakannalli,1270,100000,25000,Semi Furnished,3-5 years ,All
1,Electronic City,600,36000,9000,Semi Furnished,Newly Constructed,Bachelors
2,Amruthnagar,1100,150000,16500,Semi Furnished,5-10 years ,All
2,J. P. Nagar,850,100000,15000,Semi Furnished,>10 years ,Bachelors
3,Kaikondrahalli,1735,300000,47000,Full Furnished,Newly Constructed,All
1,Btm Layout,500,30000,10000,UnFurnished,3-5 years ,All
1,Basaveshwara Nagar,400,40000,4500,Semi Furnished,5-10 years ,All
3,Thigalarapalya,1580,100000,22000,Semi Furnished,3-5 years ,Family
2,Koramangala,640,60000,14000,Semi Furnished,3-5 years ,Family
2,Kodigehalli,850,100000,16000,Semi Furnished,>10 years ,Family
2,Varanasi,1000,100000,13000,Semi Furnished,1-3 years ,Family
1,Budigere,722,140000,13500,Semi Furnished,1-3 years ,All
2,Kalkere,1200,150000,15000,Semi Furnished,Newly Constructed,Family
2,Kalkere,1200,150000,15000,Semi Furnished,Newly Constructed,Family
2,Banswadi,1200,150000,21000,Semi Furnished,3-5 years ,Family
2,Hongasandra,1100,50000,13500,Semi Furnished,>10 years ,Family
1,Hennur Gardens,400,20000,6000,Semi Furnished,Newly Constructed,Family
1,Marathahalli,300,25000,8000,Semi Furnished,>10 years ,All
2,K R Puram,947,75000,13000,Semi Furnished,>10 years ,Family
1,Kullappa Circle,800,75000,12000,Semi Furnished,1-3 years ,Bachelors
2,Banashankari Stage I,750,110000,11000,Semi Furnished,3-5 years ,Family
2,Indiranagar,900,50000,14000,Semi Furnished,3-5 years ,All
2,Gottigere,1145,100000,15500,Semi Furnished,3-5 years ,Family
2,P.k. Mart Depatmental Store,650,1200000,https://images.nobroker.in/images/8a9f999a7684cbaa017685391bd3237a/8a9f999a7684cbaa017685391bd3237a_31570_96084_medium.jpg,Semi Furnished,>10 years ,All
2,Jp Nagar 7th Phase,1600,150000,16000,Semi Furnished,>10 years ,All
3,Jp Nagar,2000,250000,32000,Semi Furnished,>10 years ,All
1,Mathikere,600,80000,9500,UnFurnished,Newly Constructed,All
2,Rustam Bagh Layout,1000,100000,25000,Semi Furnished,>10 years ,All
3,Subramanyapura,1278,200000,22000,Semi Furnished,3-5 years ,Family
1,Whitefield,510,50000,15000,Semi Furnished,1-3 years ,All
2,Kodipalya,842,90000,9000,Full Furnished,5-10 years ,Family
2,Btm Layout,700,60000,12000,Semi Furnished,5-10 years ,All
2,Jakkuru,1200,250000,22000,Semi Furnished,Newly Constructed,Family
3,jalahalli East,1757,200000,30000,Semi Furnished,5-10 years ,Family
1,Vijaya Nagar,400,50000,7000,UnFurnished,5-10 years ,Family
2,Rajajinagar,900,170000,17000,Semi Furnished,>10 years ,Family
1,Gayathri Nagar,400,50000,7000,UnFurnished,>10 years ,All
2,Nagondanahalli,1100,170000,17000,Semi Furnished,1-3 years ,Family
2,Bommanahalli,1230,75000,16000,Semi Furnished,>10 years ,All
3,Subramanyapura,1350,150000,15000,Semi Furnished,Newly Constructed,Family
1,Btm Layout,400,35000,8000,Semi Furnished,1-3 years ,All
3,Ashwath Nagar,2000,450000,45000,Semi Furnished,1-3 years ,Family
3,Kasavanahalli,1415,200000,26000,Full Furnished,3-5 years ,Family
3,Kasavanahalli,1415,200000,26000,Full Furnished,3-5 years ,Family
2,Akshayanagar,1227,200000,27000,Semi Furnished,Newly Constructed,All
1,Marathahalli,600,20000,8500,Semi Furnished,Newly Constructed,All
1,Ramamurthy Nagar,850,50000,10000,UnFurnished,5-10 years ,Family
3,Doddanekundi,1800,150000,20000,Semi Furnished,>10 years ,All
1,Vijayanagar,600,550000,https://supernova-assets.nobroker.in/videos/property/8a9fc78276793479017679564e8806a0/575696627418,Semi Furnished,5-10 years ,All
2,Richards Town,600,200000,16000,UnFurnished,Newly Constructed,Family
3,Bellandur,1360,150000,27000,Full Furnished,5-10 years ,All
4,Krishnarajapura,3000,200000,30000,Semi Furnished,1-3 years ,All
1,Marathahalli,600,36000,12000,Semi Furnished,1-3 years ,Family
